5381;Aktiebolag;1972;Stockholms Län;Solna;-1011190;50217;52342;224;626708;0;23348;457171;100157;-18092;1547;399535;184;1089165;62556;2019
3562;Aktiebolag;1972;Stockholms Län;Stockholm;-42;126;0;188;554;0;0;306;248;-9;0;31;0;104499;52;2019
6148;Aktiebolag;1972;Uppsala Län;Uppsala;-89105;4005;8643;27238;96532;0;3523;13995;62558;-2440;354;34980;65;102366;8561;2019
7400;Publikt aktiebolag;1972;Stockholms Län;Stockholm;0;0;0;5387000;14778000;7101000;0;5321000;2346000;36000;5009000;0;37;0;137000;2019
6035;Aktiebolag;1972;Västra Götalands Län;Västra Frölunda;0;0;0;0;117;0;0;0;117;0;0;0;0;0;0;2019
3199;Aktiebolag;1972;Stockholms Län;Stockholm;-44;23;0;184;468;100;0;69;436;0;0;0;0;0;-42;2019
8956;Aktiebolag;1972;Uppsala Län;Länna;-162;2907;0;12;2964;1811;0;18;1135;0;0;0;0;0;-162;2019
7812;Aktiebolag;1973;Skåne Län;Lund;-9696;59;3165;80;6187;759;921;3250;1809;-45;0;1086;3;9958;133;2019
5344;Aktiebolag;1973;Skåne Län;Helsingborg;-74692;10;9300;11278;22591;0;486;12394;10197;0;0;263;12;72281;-2571;2019
3301;Aktiebolag;1973;Stockholms Län;Södertälje;-6130;501;355;104;1535;828;278;451;256;-33;47;141;6;6304;82;2019
5735;Aktiebolag;1973;Västmanlands Län;Västerås;-631;0;57;498;633;0;2;140;383;-71;54;0;1;620;261;2019
5280;Aktiebolag;1973;Västra Götalands Län;Jonsered;-47062;111;8890;446;15932;0;5824;14717;1215;0;150;5549;15;46754;-428;2019
2559;Aktiebolag;1973;Stockholms Län;Nacka;-39117;0;4730;4645;20082;0;2646;5389;14533;-830;0;3326;7;41560;2461;2019
9547;Aktiebolag;1973;Västra Götalands Län;Billdal;-3144;0;76;1652;2323;0;135;539;1784;-20;9;556;3;3222;62;2019
9707;Aktiebolag;1973;Jönköpings Län;Bredaryd;-25297;43087;3892;4;52190;29846;1692;9530;6078;-31;55;3617;17;26581;3;2019
7946;Aktiebolag;1973;Västra Götalands Län;Alingsås;-18341;2645;1199;2;6607;76;422;4059;2472;0;0;1759;20;18460;-2;2019
7433;Aktiebolag;1973;Örebro Län;Askersund;-116;16;0;146;1938;13;0;16;1873;-10;1743;0;1;164;37;2019
7887;Aktiebolag;1973;Stockholms Län;Solna;-127752;2620;13980;3;83657;49595;4456;17218;16085;-2680;247;21126;48;157387;7412;2019
8409;Aktiebolag;1973;Västra Götalands Län;Ljungskile;-10636;0;91;414;5676;0;0;298;4846;-208;1175;3994;0;11642;757;2019
3042;Aktiebolag;1974;Skåne Län;Skanör;-886;81;0;276;1317;94;6;70;1153;0;881;10;1;625;-261;2019
3431;Aktiebolag;1974;Stockholms Län;Bromma;-24227;0;3683;28;9203;2494;1882;2471;2595;-35;0;4626;8;23804;19;2019
3564;Aktiebolag;1974;Stockholms Län;Stockholm;-1224496;348;187634;6071;509455;0;72605;351255;59619;-17202;33030;0;113;1300607;58325;2019
6690;Aktiebolag;1975;Stockholms Län;Solna;-468300;17880;94027;14053;267428;0;2380;148251;116714;-6766;6527;39635;95;503071;28700;2019
1221;Aktiebolag;1975;Stockholms Län;Kista;-262802;8108;0;0;275011;0;8454;54388;196611;-24297;12538;0;96;287323;3040;2019
7866;Aktiebolag;1975;Stockholms Län;Stockholm;-204;0;0;72;5690;0;0;4894;797;-1;5619;0;1;210;5;2019
6898;Aktiebolag;1975;Västra Götalands Län;Mölndal;-14775;0;1468;582;5894;0;1095;4779;1115;-9;0;3828;0;13352;3;2019
1475;Aktiebolag;1976;Stockholms Län;Danderyd;0;2459;146260;35340;206011;0;3064;77916;124771;-7255;1431;0;56;796222;22556;2019
6307;Aktiebolag;1976;Västerbottens Län;Umeå;-4233;5129;0;3078;19790;0;0;84;19707;0;611;0;2;399;-292;2019
5188;Aktiebolag;1977;Södermanlands Län;Mariefred;-102707;936;17268;18979;62360;0;12078;29605;32755;-1915;0;21274;14;116884;6295;2019
8413;Aktiebolag;1977;Stockholms Län;Täby;-64;1044;0;1184;2266;0;73;89;2177;0;0;0;0;0;-66;2019
2455;Aktiebolag;1978;Kronobergs Län;Växjö;-68677;1124;2224;7932;62905;5086;3419;15904;41615;-1277;20240;14964;28;73993;1548;2019
4717;Aktiebolag;1978;Stockholms Län;Järfälla;-69597;1097;8149;1535;46741;16140;4215;19708;10893;0;5983;10771;30;72517;2884;2019
7971;Aktiebolag;1978;Stockholms Län;Solna;-70905;850;9976;2;26409;0;4115;25038;1171;162;1265;3825;17;69823;-792;2019
4607;Aktiebolag;1978;Skåne Län;Malmö;-4542;134;661;1364;2722;0;2269;2545;177;-15;0;0;1;4598;41;2019
5167;Aktiebolag;1978;Stockholms Län;Sollentuna;-216613;25476;31223;0;130776;0;4613;21261;74521;-3306;6100;25386;47;231969;11872;2019
3613;Aktiebolag;1978;Stockholms Län;Spånga;-15388;47;1618;1748;8520;1206;1393;2648;2995;-366;2564;2280;8;17951;1602;2019
2157;Aktiebolag;1978;Skåne Län;Ängelholm;0;342;682;2448;7329;0;0;1063;5831;-18;0;2570;4;13970;7;2019
4832;Aktiebolag;1979;Södermanlands Län;Eskilstuna;-8224;2229;523;2;6655;1413;651;2188;3053;-70;0;3238;7;8901;557;2019
1409;Aktiebolag;1979;Skåne Län;Malmö;-34;0;0;4865;6169;0;16;1290;4879;-1271;0;0;0;6063;4754;2019
8738;Aktiebolag;1979;Norrbottens Län;Luleå;-462233;63538;27510;51990;537180;0;33203;139530;379458;-9972;183090;72267;142;506747;-27029;2019
3734;Aktiebolag;1979;Västra Götalands Län;Mölndal;-344498;6633;47863;2657;469196;0;5239;53569;411668;-11619;78;48021;35;371459;36295;2019
5297;Aktiebolag;1979;Stockholms Län;Järfälla;-291973;738;43169;891;87139;0;24475;52003;20046;-2550;129;33584;50;303660;8862;2019
5790;Aktiebolag;1979;Skåne Län;Malmö;-18982;114;2102;3085;10379;0;2097;6996;2500;-102;230;2530;21;19603;361;2019
4630;Aktiebolag;1979;Västra Götalands Län;Mölndal;-235;12965;21565;9080;81029;0;991;41650;13779;-2249;0;14546;43;195462;6807;2019
6794;Aktiebolag;1979;Stockholms Län;Hässelby;-151;0;3;0;256;0;5;119;137;0;0;252;0;139;-17;2019
6225;Aktiebolag;1979;Skåne Län;Limhamn;-10;0;0;166;1717;0;0;9;1708;0;1550;0;0;0;33;2019
7723;Aktiebolag;1980;Hallands Län;Kungsbacka;-449723;837;60226;0;64243;0;4747;30176;34067;-6602;77;1247;46;479351;22859;2019
2498;Aktiebolag;1980;Skåne Län;Helsingborg;-53;1503;0;2787;21957;0;0;95;21848;-9;9547;163;0;35;161;2019
9940;Aktiebolag;1980;Stockholms Län;Kista;-18;0;34607;0;44322;0;1882;18911;24011;297;300;6063;36;320693;-1499;2019
9566;Aktiebolag;1981;Örebro Län;Örebro;-4109;5;375;1644;2956;0;38;1146;1470;-97;280;161;5;4654;349;2019
6804;Aktiebolag;1981;Stockholms Län;Tyresö;-3360;16;183;655;6352;404;425;4090;1193;-21;0;5195;1;3399;60;2019
1743;Aktiebolag;1981;Stockholms Län;Danderyd;-574;0;0;251;10758;0;0;121;10638;0;7000;3238;1;33;-541;2019
5011;Aktiebolag;1981;Stockholms Län;Täby;-3242;12;389;460;2818;0;58;276;2142;-40;31;1649;3;3237;137;2019
7375;Aktiebolag;1981;Jönköpings Län;Anderstorp;-1913;23475;169;1;70202;0;18374;48879;16685;-33;179;44811;86;292129;-3;2019
2517;Aktiebolag;1981;Uppsala Län;Uppsala;-20228;129548;1274;6694;297455;179845;1635;8090;109520;0;159453;0;6;26867;1106;2019
7172;Aktiebolag;1981;Jönköpings Län;Jönköping;-2274;63;100;889;1069;0;43;317;502;-70;14;0;3;2559;214;2019
